name,sku,buy_url,image_url,description_long,price,in_stock,manufacturer,
Mirabelle Orchid Single Candlestick - Golden,SDH2357-232,https://www.jaystrongwater.com/candles-candlesticks/mirabelle-orchid-single-candlestick-golden-sdh2357-232,https://www.jaystrongwater.com/img/product/SDH2357-232_1-Z.jpg?fv=94B29E9454BCC9ED1952602E7F470C08-31963,A striking contour of nouveau-style scrolled brass rises from the table - holding leaf-shaped candle cup. At the base of our Mirabelle Orchid Single Candlestick - a lush orchid is fully bloomed in golden-toned enamels and set with vibrant faceted Swarovski crystals in shades of Champagne Topaz. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each candlestick. Beautiful displayed as a pair - or individually.,2200,In Stock,Jay Strongwater,
Aubree Orchid Candelabra,SDH2424-456,https://www.jaystrongwater.com/candles-candlesticks/aubree-orchid-candelabra-sdh2424-456,https://www.jaystrongwater.com/img/product/SDH2424-456_1-Z.jpg?fv=1DF4F3F19EA20E928556E34B73880543-53221,Opulent scrolls - ascending from jeweled orchids - hold leaf-wrapped candles in our Aubree Orchid Candelabra. Striated hand-formed brass candlesticks and candelabra from India; flowers and leaf candle cups cast and hand-set with large faceted crystals in Rhode Island.,6000,In Stock,Jay Strongwater,
Kiana Palm Leaf Jeweled Glass Candlestick,SDH2457-289,https://www.jaystrongwater.com/candles-candlesticks/kiana-palm-leaf-jeweled-glass-candlestick-sdh2457-289,https://www.jaystrongwater.com/img/product/SDH2457-289_1-Z.jpg?fv=4E1217549D798F01020CCF6C451FC4E7-51919,Fun and fanciful! Our Kiana Palm Leaf Jeweled Glass Candlestick is composed of fluted and criss-cross-textured glass - adorned with 14K-gold-finished metal leaves - enameled in vibrant green - and hand-set with crystal details.,2000,In Stock,Jay Strongwater,
D Charm,SJ9210-256,https://www.jaystrongwater.com/chains-charms/d-charm-sj9210-256,https://www.jaystrongwater.com/img/product/SJ9210-256_1-Z.jpg?fv=9FCA2A00194E93B8B15C9FAFF58A5E89-54105,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the D Charm - you’ll find an adorable jeweled bee. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,95,In Stock,Jay Strongwater,
Delmont Palm Leaf Gilded Glass Candlestick- Gold,SDH2404-292,https://www.jaystrongwater.com/candles-candlesticks/delmont-palm-leaf-gilded-glass-candlestick-gold-sdh2404-292,https://www.jaystrongwater.com/img/product/SDH2404-292_1-Z.jpg?fv=277A6D4F16755C9951AEE2DA16FE8F5E-46251, Delmont Palm Leaf Gilded Glass Candlestick- Gold,1250,In Stock,Jay Strongwater,
Melvin Mini Butterfly Fish Figurine,SDH1820-239,https://www.jaystrongwater.com/miniatures/melvin-mini-butterfly-fish-figurine-sdh1820-239,https://www.jaystrongwater.com/img/product/SDH1820-239_w-Z.jpg?fv=FFF1F8BCAE50818F328195B63FB8090C-65890,Melvin the fish is a showstopper in his hues of canary yellow and orange enamels. Hand-enameled with hand-set crystals - he is the perfect keepsake that never fails to charm and delight! ,195,In Stock,Jay Strongwater,
Ana Pineapple Box,SDH7396-280,https://www.jaystrongwater.com/view-all-new/ana-pineapple-box-sdh7396-280,https://www.jaystrongwater.com/img/product/SDH7396-280-Z.jpg?fv=C62FF869A6CBC710087A91ED722C4CF5-93361, The incredibly lush Ana Pineapple Box has been totally blinged out with thousands of Swarovski crystals in tones of Citrine and Topaz. Casted in pewter - finished in 14K gold and beautifully painted in golden yellow enamels and leafy greens for the crown by our finest artisans in Rhode Island with a pop of a bright fuchsia enamel interior.,6500,In Stock,Jay Strongwater,
Milo Owl 7in Figurine - Natural,SDH1832-280,https://www.jaystrongwater.com/animals/milo-owl-7-figurine-natural-sdh1832-280,https://www.jaystrongwater.com/img/product/SDH1832-280_1-Z.jpg?fv=A1F2B85F41FB21A123094D8775F71C10-91240,How adorable! On their own or nestled together - our owls add a charming touch in your home. The Milo Owl 7in Figurine’s intricately patterned feathers are detailed in painted enamels and hand-set crystals in our New York workshop.,1400,In Stock,Jay Strongwater,
Josephine Floral Side Table,SHW3324-450,https://www.jaystrongwater.com/view-all-new/josephine-floral-side-table-shw3324-450,https://www.jaystrongwater.com/img/product/SHW3324-450-Z.jpg?fv=4A959C426ABB2DB8A0DCEBBDC4891097-100201, The Josephine Floral Side Table began at a specialized foundry in Asia where iron rods are hammered - curled - and soldered to form the elaborate top and graceful curved legs. In Rhode Island - individual orchid - peony - tulip - and butterflies are casted in pewter and finished in 14K gold. The Jay Strongwater artisans in Rhode Island paint the garden palette of 20 enamel colors - highlighted with hand-set Swarovski crystals. Our finest artisans bring all the elements together to make each side table - a fascinating composition of flora under the beveled glass top.,12000,In Stock,Jay Strongwater,
Aria Floral Heart Trinket Tray,SDH6610-284,https://www.jaystrongwater.com/view-all-new/aria-floral-heart-trinket-tray-sdh6610-284,https://www.jaystrongwater.com/img/product/SDH6610-284_web_1-Z.jpg?fv=4760F99462DDD04D0BD12FC52F7143F8-144575, A field of delicate fern leaves and flowers etched on our romantic Aria Floral Heart Trinket Tray in the always compelling blue & white colorway. Watercolor shades of hand-painted cobalt enamels highlight the flora set on a creamy white background on this pewter tray finished in 18K gold – the underside finished in translucent navy enamel. Hand-set with Swarovski White Opal and Sapphire crystals.,350,In Stock,Jay Strongwater,
Frida Skull with Butterflies Figurine,SDH1909-289,https://www.jaystrongwater.com/view-all-new/frida-skull-with-butterflies-figurine-sdh1909-289,https://www.jaystrongwater.com/img/product/SDH1909-289_alt3-Z.jpg?fv=CCAFF17162B8747D86B3226A8F5A4952-159240, Inspired by the great heritage of Mexican Sugar skulls - we first carved our Frida Skull in clay with a raised all-over floral pattern highlighted with jeweled fluttering butterflies. Casted in pewter - finished in 18K gold and beautifully painted in 21 colors of enamel by our finest artisans in Rhode Island. Our Frida Skull sparkles with hand-set Swarovski crystals in shades of Fuchsia - Padparadscha and Tanzanite.,4200,In Stock,Jay Strongwater,
Bartram White Marble 5in x 7in Frame,SPF5865-283,https://www.jaystrongwater.com/view-all-new/bartram-white-marble-5-x-7-frame-spf5865-283,https://www.jaystrongwater.com/img/product/SPF5865-283-Z.jpg?fv=D9D82F1171D672C45354567CD1A02A19-47616, Place family photos in these modern frames featuring carved stones from our jewelry workbench. Each Bartram 5in x 7in Frame begins with a large chunk of white marble that is finely shaped and polished by hand. The cabochons are held in place by hammered metal corners and an intricately designed back plate in 18K gold finish. Due to the natural material - each design is truly one of a kind. Frames stand vertically or horizontally. Imported stones; all metal from Rhode Island.,1200,In Stock,Jay Strongwater,
Mirabelle Orchid Single Candlestick - Flora,SDH2357-456,https://www.jaystrongwater.com/candles-candlesticks/mirabelle-orchid-single-candlestick-flora-sdh2357-456,https://www.jaystrongwater.com/img/product/SDH2357-456_1-Z.jpg?fv=2FE7248DC86FC3D23E4A87FD1B4FF69C-45011,A striking contour of nouveau-style scrolled brass rises from the table - holding leaf-shaped candle cups. At the base of our Mirabelle Orchid Single Candlestick - lush orchids are fully bloomed in hothouse-toned enamels and set with vibrant faceted crystals and stones. Beautiful displayed as a pair or individually.,2200,In Stock,Jay Strongwater,
Chinoiserie Oval Pendant,SJ9290-222,https://www.jaystrongwater.com/necklaces/chinoiserie-oval-pendant-sj9290-222,https://www.jaystrongwater.com/img/product/SJ9290-222_1-Z.jpg?fv=524C1A641ACB6501B65823A330FA3813-28584,Add endless elegance to an outfit with a Siam Chinoiserie Oval Pendant. Flora and fauna in an 18K gold finish - hand-enameled in translucent deep ruby - and hand-set with Swarovski® crystals. Handcrafted in New York and Rhode Island.,295,In Stock,Jay Strongwater,
Duke Grand Tapestry Elephant Figurine,SDH1864-489,https://www.jaystrongwater.com/masterpieces-1/duke-grand-tapestry-elephant-figurine-sdh1864-489,https://www.jaystrongwater.com/img/product/SDH1864-489_1-Z.jpg?fv=1F723449E24C8349C15135967D594247-77862,An exuberant - jeweled Persian carpet drapes over our Duke Grand Tapestry Elephant Figurine. Metal forged in Rhode Island and India; artisans at the Rhode Island Jay Strongwater workshop hand-paint and jewel each design.,6500,In Stock,Jay Strongwater,
Elva Butterfly and Leaf  Vase,SDH2517-289,https://www.jaystrongwater.com/view-all-new/elva-butterfly-and-leaf-vase-sdh2517-289,https://www.jaystrongwater.com/img/product/SDH2517-289-Z.jpg?fv=946087D9BA468B61FCAADC1C45D342DE-85486, A lavish spray of leaves holding the rippled glass vase is alighted with jeweled fluttering butterflies. Each Elva Butterfly and Leaf vase is first sand casted in brass and then adorned with the 18K gold finished butterflies. Our artisans in Rhode Island hand-paint the leaves in shades of green and deep lavender enamel while painting the butterflies in golden ambers. Hand-set with golden Swarovski crystals. Beautiful filled with flowers or illuminated with a pillar candle.,4400,In Stock,Jay Strongwater,
Ana Pineapple Box,SDH7396-280,https://www.jaystrongwater.com/pop-life-1/ana-pineapple-box-sdh7396-280,https://www.jaystrongwater.com/img/product/SDH7396-280-Z.jpg?fv=C62FF869A6CBC710087A91ED722C4CF5-93361, The incredibly lush Ana Pineapple Box has been totally blinged out with thousands of Swarovski crystals in tones of Citrine and Topaz. Casted in pewter - finished in 14K gold and beautifully painted in golden yellow enamels and leafy greens for the crown by our finest artisans in Rhode Island with a pop of a bright fuchsia enamel interior.,6500,In Stock,Jay Strongwater,
Lucas Stone Edge 5in x 7in Frame,SPF5511-263,https://www.jaystrongwater.com/view-all-frames/lucas-stone-edge-5-x-7-frame-spf5511-263,https://www.jaystrongwater.com/img/product/SPF5511-263_1-Z.jpg?fv=808FA064046A625A66B70ABD322B3B0B-86056,Life is but a dream! Fantasy-hued Classics frames for life’s little (and big) moments. Rich - dimensional ombré hues are trimmed in hand-set Swarovski® crystals on the Apple Lucas Stone Edge 5in x 7in Frame. These timeless pewter-and-enamel frames were first introduced in 1997 and are updated with a hand-painted palette of modern sherbet pastels. Add a solo portrait for a standout accent or arrange the entire array for a prismatic pop of color.,595,In Stock,Jay Strongwater,
Jeremiah Fighting Fish Mini Figurine,SDH1818-239,https://www.jaystrongwater.com/great-gifts-2/jeremiah-fighting-fish-mini-figurine-sdh1818-239,https://www.jaystrongwater.com/img/product/SDH1818-239_w-Z.jpg?fv=E6C62D870A9C0765131750686135FEBD-71758, Jeremiah the fish is a showstopper in his hues of magenta and violet enamels. Hand-enameled with hand-set crystals - he is the perfect keepsake that never fails to charm and delight!,195,In Stock,Jay Strongwater,
Parker Tiger Figurine,SDH1817-696,https://www.jaystrongwater.com/view-all-new/parker-tiger-figurine-sdh1817-696,https://www.jaystrongwater.com/img/product/SDH1817-696-Z.jpg?fv=F455E8695831FA1CE9FF657B6B18A5DC-118875, The exotic allure of a safari inspires the Parker Tiger Figurine. Beginning with a clay model highlighting his striped body - the final piece is molded in pewter - finished in silver and painted with slate - charcoal - and graphite enamels with over 700 sparkling hand-set Swarovski crystals. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Tiger Figurine.,2500,In Stock,Jay Strongwater,
Xavier Snake Box,SDH7395-283,https://www.jaystrongwater.com/view-all-new/xavier-snake-box-sdh7395-283,https://www.jaystrongwater.com/img/product/SDH7395-283-Z.jpg?fv=6B20B1D8062503C477A39C6AE1324C35-47383, In the Composition collection - we put aside our enamels and crystals and allow the natural beauty of the carved metals to shine through. A coiled 18K gold finished snake – engraved with a stripe pattern - is perfectly perched on the lid of the Xavier Snake Box. Snake casted in pewter and hand-polished from our artisans in Rhode Island. Imported hand-cut and polished white marble box.,650,In Stock,Jay Strongwater,
Elva Butterfly and Leaf  Vase,SDH2517-289,https://www.jaystrongwater.com/vases-bowls/elva-butterfly-and-leaf-vase-sdh2517-289,https://www.jaystrongwater.com/img/product/SDH2517-289-Z.jpg?fv=946087D9BA468B61FCAADC1C45D342DE-85486, A lavish spray of leaves holding the rippled glass vase is alighted with jeweled fluttering butterflies. Each Elva Butterfly and Leaf vase is first sand casted in brass and then adorned with the 18K gold finished butterflies. Our artisans in Rhode Island hand-paint the leaves in shades of green and deep lavender enamel while painting the butterflies in golden ambers. Hand-set with golden Swarovski crystals. Beautiful filled with flowers or illuminated with a pillar candle.,4400,In Stock,Jay Strongwater,
Ronan Baby Seal Mini Figurine,SDH1776-280,https://www.jaystrongwater.com/miniatures/ronan-baby-seal-mini-figurine-sdh1776-280,https://www.jaystrongwater.com/img/product/SDH1776-280_1-Z.jpg?fv=8DC7E052DD899B86A3292CEDD0082060-46759, Our adorable mini seal figurine is the perfect addition to a playful menagerie of animals with all the details you have come to expect from Jay Strongwater. Brilliantly bejeweled with expert metalwork - enameling and hand-set Swarovski crystals. 2in wide - 1in Tall - 1.5in Deep.,195,In Stock,Jay Strongwater,
Duncan Camel Figurine,SDH1825-250,https://www.jaystrongwater.com/miniatures/duncan-camel-figurine-sdh1825-250,https://www.jaystrongwater.com/img/product/SDH1825-250_alt1-Z.jpg?fv=55B7384D5CB2D2448BF4EC2D2605BAD9-65662,The majestic beauty of the animal kingdom inspires us to create some of our most coveted designs. Carved in metal - hand-painted in enamels - and set with a king’s ransom of jewels - each is dressed in bejeweled carpets worthy of a tale from Scheherazade. Duncan is the perfect keepsake that never fails to charm and delight!,325,In Stock,Jay Strongwater,
Chinoiserie Oval Pendant,SJ9290-284,https://www.jaystrongwater.com/necklaces/chinoiserie-oval-pendant-sj9290-284,https://www.jaystrongwater.com/img/product/SJ9290-284_1-Z.jpg?fv=2D6721A1B3A18CD7F54634B8B3C2EE73-29791,Add endless elegance to an outfit with a Delft Garden Chinoiserie Oval Pendant. Flora and fauna in an 18K gold finish - hand-enameled in translucent - dazzling indigo - and hand-set with Swarovski® crystals. Handcrafted in New York and Rhode Island.,295,In Stock,Jay Strongwater,
Leland Pave Corner 2in Frame,SPF5130-224,https://www.jaystrongwater.com/spring-2/leland-pave-corner-2-frame-spf5130-224,https://www.jaystrongwater.com/img/product/SPF5130-224_web_1-Z.jpg?fv=4228F1216F5EE733848F70E630BFA05C-53567, Layers of hand-painted translucent ruby enamel surround this frame with a dazzling luminosity. This Pave Corner Square Frame was casted in pewter - finished in 14K gold - and hand-set with sparkling Swarovski champagne crystals. With our signature - all ruby enamel back plate – this frame is truly beautiful from any view. ,100,In Stock,Jay Strongwater,
Rosemary Tulip Egg Objet,SDH1904-256,https://www.jaystrongwater.com/easter-1/rosemary-tulip-egg-objet-sdh1904-256,https://www.jaystrongwater.com/img/product/SDH1904-256_1-Z.jpg?fv=B5AE9F0A683E086C1902915C4F1BE0E5-85856,This magnificent collectable objet began as a rough sketch of an egg covered in blossoming tulips that would open to reveal an adorable little chick. For months this concept slowly came to life in carved clay models depicting the dimensional flowers engraved on the outside of the egg resting on the twig base. Multiple molds were made - and the final design was poured in pewter and finished in 14K Gold. Our finest artisans at the Jay Strongwater Rhode Island workshop paint layers of translucent enamels to depict the vibrant tulips in shades of magenta - cerise - lemon and chartreuse- each petal and leaf is highlighted with hand-set Swarovski crystals. Inside - the cute chick stands on a verdant green hill with a small butterfly at his foot. The Rosemary Tulip Egg Objet is limited to an edition of 250.,3800,In Stock,Jay Strongwater,
Foster Stag Figurine,SDH1872-292,https://www.jaystrongwater.com/animals/foster-stag-figurine-sdh1872-292,https://www.jaystrongwater.com/img/product/SDH1872-292_1-Z.jpg?fv=646DD9CBECF89F13B2F9758E2CF2BD38-76651,A finely textured figurine from our Rhode Island workshop. The Foster Stag Figurine is finished in hand-polished 18K gold.,250,In Stock,Jay Strongwater,
Elva Butterfly and Leaf  Vase,SDH2517-289,https://www.jaystrongwater.com/brocade-1/elva-butterfly-and-leaf-vase-sdh2517-289,https://www.jaystrongwater.com/img/product/SDH2517-289-Z.jpg?fv=946087D9BA468B61FCAADC1C45D342DE-85486, A lavish spray of leaves holding the rippled glass vase is alighted with jeweled fluttering butterflies. Each Elva Butterfly and Leaf vase is first sand casted in brass and then adorned with the 18K gold finished butterflies. Our artisans in Rhode Island hand-paint the leaves in shades of green and deep lavender enamel while painting the butterflies in golden ambers. Hand-set with golden Swarovski crystals. Beautiful filled with flowers or illuminated with a pillar candle.,4400,In Stock,Jay Strongwater,
Edgar Giraffe Figurine,SDH1869-696,https://www.jaystrongwater.com/animals/edgar-giraffe-figurine-sdh1869-696,https://www.jaystrongwater.com/img/product/SDH1869-696-Z.jpg?fv=6F70645CA5711768FB3198E9CEFBBB71-60341, The exotic allure of a safari inspires the Edgar Giraffe Figurine. Beginning with a clay model highlighting his spotted body - the final piece is molded in pewter - finished in silver and painted with slate - charcoal - and graphite enamels with over 500 sparkling hand-set Swarovski crystals. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Giraffe Figurine. ,2000,In Stock,Jay Strongwater,
Warner Diamond 2in Square Frame,SPF5794-605,https://www.jaystrongwater.com/great-gifts-2/warner-diamond-2-square-frame-spf5794-605,https://www.jaystrongwater.com/img/product/SPF5794-605_w-Z.jpg?fv=3B6ED2399F03FBD2C91922DEC2EB93B2-81716,The Warner Diamond 2” Square Frame is set with Swarovski® crystals by skilled artisans in New York. Beautiful in any setting. ,175,In Stock,Jay Strongwater,
Jonah Lily Scroll Vase,SDH2392-456,https://www.jaystrongwater.com/vases-bowls/jonah-lily-scroll-vase-sdh2392-456,https://www.jaystrongwater.com/img/product/SDH2392-456_w-Z.jpg?fv=5FEAAB8855E3DFB80E6AB01200D7F687-84166,A striking contour of nouveau-style scrolled brass wraps around the fluted glass vase with lush jeweled lilies fully bloomed in hothouse-toned enamels and set with vibrant faceted Swarovski crystals in shades of Ruby - Fuchsia and Topaz. A fluttering dragonfly shimmers in Teal and Amethyst crystals. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each vase. A beautiful statement on its own or equally elegant when filled with flowers.,3600,In Stock,Jay Strongwater,
Scroll & Flower Heart Pearl Necklace,SJ9317-292,https://www.jaystrongwater.com/wedding/scroll-flower-heart-pearl-necklace-sj9317-292,https://www.jaystrongwater.com/img/product/SJ9317-292_1-Z.jpg?fv=6B001DCB7F6EAF0FEB92BD0B5265DB68-26695,Hand polished delicate flowers and leaves shine against an etched Florentine textured background on this dimensional heart pendant. Finished in 18K Gold and hand-set with Swarovski blush crystals – the heart swings from a glass pearl necklace. From the Jay Strongwater Rhode Island workshop.,395,In Stock,Jay Strongwater,
Beau Pedestal Bowl,SDH2435-228,https://www.jaystrongwater.com/vases-bowls/beau-pedestal-bowl-sdh2435-228,https://www.jaystrongwater.com/img/product/SDH2435-228_1-Z.jpg?fv=52D088192AE4948505B9AF2A70A63CB8-52269,A new technique allows thin flecks of gold leaf to speckle the surface of the sapphire-blue-shaded enamel on the sculptural base of the gorgeous Beau Pedestal Bowl.,3500,In Stock,Jay Strongwater,
O Charm,SJ9221-256,https://www.jaystrongwater.com/chains-charms/o-charm-sj9221-256,https://www.jaystrongwater.com/img/product/SJ9221-256_1-Z.jpg?fv=7768DAF8C4AF3C048853A330A5B2E720-51194,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the O Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,95,In Stock,Jay Strongwater,
Anderson Blue Jay on Branch Figurine,SDH1859-280,https://www.jaystrongwater.com/highland/anderson-blue-jay-on-branch-figurine-sdh1859-280,https://www.jaystrongwater.com/img/product/SDH1859-280_1-Z.jpg?fv=EEF437584BD1B053690B582D4402EFCE-97542,Artistry and passion surround all our designs. The initial sketch of our blue jay figurine is translated into carved clay - to capture each feather and blossom in dimensional detail. This finished clay model is separated to create 10 molds for casting in pewter and finishing in 14K gold. After carefully fitting the cast pieces together - our skilled artisans spend a full day painting and hand-setting the crystals to complete each figurine.,3400,In Stock,Jay Strongwater,
Frida Skull with Butterflies Figurine,SDH1909-289,https://www.jaystrongwater.com/brocade-1/frida-skull-with-butterflies-figurine-sdh1909-289,https://www.jaystrongwater.com/img/product/SDH1909-289_alt3-Z.jpg?fv=CCAFF17162B8747D86B3226A8F5A4952-159240, Inspired by the great heritage of Mexican Sugar skulls - we first carved our Frida Skull in clay with a raised all-over floral pattern highlighted with jeweled fluttering butterflies. Casted in pewter - finished in 18K gold and beautifully painted in 21 colors of enamel by our finest artisans in Rhode Island. Our Frida Skull sparkles with hand-set Swarovski crystals in shades of Fuchsia - Padparadscha and Tanzanite.,4200,In Stock,Jay Strongwater,
Epsen Falcon Wine Stopper & Stand,SDH6616-280,https://www.jaystrongwater.com/highland/epsen-falcon-wine-stopper-stand-sdh6616-280,https://www.jaystrongwater.com/img/product/SDH6616-280_1-Z.jpg?fv=7F8C8307000A6A1BE6BA48A6DC3DCDD2-42784,A beautifully crafted gift to be used and treasured for years to come - the is a proud addition to our menagerie of wine stoppers. Each is gift packaged with a coordinating enameled metal stand.,225,In Stock,Jay Strongwater,
Milo Owl 7in Figurine - Natural,SDH1832-280,https://www.jaystrongwater.com/highland/milo-owl-7-figurine-natural-sdh1832-280,https://www.jaystrongwater.com/img/product/SDH1832-280_1-Z.jpg?fv=A1F2B85F41FB21A123094D8775F71C10-91240,How adorable! On their own or nestled together - our owls add a charming touch in your home. The Milo Owl 7in Figurine’s intricately patterned feathers are detailed in painted enamels and hand-set crystals in our New York workshop.,1400,In Stock,Jay Strongwater,
Ryker Ram Wine Stopper & Stand,SDH6614-280,https://www.jaystrongwater.com/highland/ryker-ram-wine-stopper-stand-sdh6614-280,https://www.jaystrongwater.com/img/product/SDH6614-280_1-Z.jpg?fv=7C00E3FF8BB4041E50683CAE77A94D09-60717,A beautifully crafted gift to be used and treasured for years to come - the Ryker Ram Wine Stopper & Stand is a proud addition to our menagerie of wine stoppers. Each is gift packaged with a coordinating enameled metal stand.,225,In Stock,Jay Strongwater,
Terence Stag Figurine - Natural,SDH1829-280,https://www.jaystrongwater.com/highland/terence-stag-figurine-natural-sdh1829-280,https://www.jaystrongwater.com/img/product/SDH1829-280_1-Z.jpg?fv=721677EDF10FD7152F614757FFB1AD3C-65481,The magnificent centerpiece of our new Highland Collection. The grandeur of our Terence Stag Figurine is brought to life as he is first molded in clay - then sculpted in pewter - and finished in 18K gold. Our artisans in Rhode Island apply layers of translucent enamel and hand-set more than 900 crystals along his tufted fur. Limited edition of 350.,6500,In Stock,Jay Strongwater,
E Charm,SJ9211-256,https://www.jaystrongwater.com/chains-charms/e-charm-sj9211-256,https://www.jaystrongwater.com/img/product/SJ9211-256_1-Z.jpg?fv=5E7948A20C3B71040A66879D3886AF50-47729,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the E Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,95,In Stock,Jay Strongwater,
Washington Grand Eagle Figurine - Natural,SDH1790-280,https://www.jaystrongwater.com/highland/washington-grand-eagle-figurine-natural-sdh1790-280,https://www.jaystrongwater.com/img/product/SDH1790-280_1-Z.jpg?fv=437B4084703DA25CE587EAF05E6D6141-63493,Capturing the drama of the eagle in flight - his wings fully extended - begins with our master model maker carving the Washington Grand Eagle Figurine in clay. Next - molds are made - and seven separate pewter castings are poured and finished in 18K gold. The artisans in Rhode Island will spend over two days applying layers of enamel to each eagle before 2000 crystals are hand-set. In total - eight artisans will spend three weeks creating each Grand Eagle Figurine. Carved black marble plinth. Limited to an edition of 350.,6500,In Stock,Jay Strongwater,
Nova Butterfly 3in x 4in Frame,SPF5867-202,https://www.jaystrongwater.com/pop-life-1/nova-butterfly-3-x-4-frame-spf5867-202,https://www.jaystrongwater.com/img/product/SPF5867-202-Z.jpg?fv=23E0320A8FA264E9655A52BB217DAD2D-75893, Our signature jeweled butterfly – hand-painted in rainbow enamels – pops on the corner of the Nova Butterfly Frame. Casted in pewter - finished in 14K gold - and hand-set with sparkling Swarovski champagne crystals. With our signature - all cream enamel back plate – this frame is truly beautiful from any view.  Stands vertically or horizontal.,495,In Stock,Jay Strongwater,
Aidan Braided 8in x 10in Frame,SPF5817-274,https://www.jaystrongwater.com/highland/aidan-braided-8-x-10-frame-spf5817-274,https://www.jaystrongwater.com/img/product/SPF5817-274_1-Z.jpg?fv=D5AF54E222A275DC970F739A4E6E4857-116094,A classic braided frame in pewter with a 14K gold finish - enameled in translucent amber hues. Each Aidan Braided 8in x 10in Frame is handmade in Rhode Island and New York.,1450,In Stock,Jay Strongwater,
N Charm,SJ9220-256,https://www.jaystrongwater.com/chains-charms/n-charm-sj9220-256,https://www.jaystrongwater.com/img/product/SJ9220-256_1-Z.jpg?fv=1D4D042C9B484AF49C80221F9309ABA3-45477,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the N Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,95,In Stock,Jay Strongwater,
Butterfly Key Chain,SDH6603-279,https://www.jaystrongwater.com/chains-charms/butterfly-key-chain-sdh6603-279,https://www.jaystrongwater.com/img/product/SDH6603-279_w-Z.jpg?fv=F2FE7F34D6CC42DE7F618ECA7C879675-62098,Unique and playful Jay Strongwater Butterfly key chain - the perfect gift for a special someone. Handmade in our Rhode Island workshop.,195,In Stock,Jay Strongwater,
Jeremiah Fighting Fish Mini Figurine,SDH1818-239,https://www.jaystrongwater.com/coastal/jeremiah-fighting-fish-mini-figurine-sdh1818-239,https://www.jaystrongwater.com/img/product/SDH1818-239_w-Z.jpg?fv=E6C62D870A9C0765131750686135FEBD-71758, Jeremiah the fish is a showstopper in his hues of magenta and violet enamels. Hand-enameled with hand-set crystals - he is the perfect keepsake that never fails to charm and delight!,195,In Stock,Jay Strongwater,
Roy WOW Trinket Tray,SDH2520-602,https://www.jaystrongwater.com/pop-life-1/roy-wow-trinket-tray-sdh2520-602,https://www.jaystrongwater.com/img/product/SDH2520-202_alt1-Z.jpg?fv=6FCB5CB6D4A9D9F900E2C71605F454D9-126018, With a wink and a nod to cartoon funnies this Roy Wow Trinket Tray lands a punch with vivid enamels - lots of Swarovski crystal bling and a bold shape. Hand polished pewter - finished in silver with hand-painted enamels on both sides. ,450,In Stock,Jay Strongwater,
Irene Tulip 5in x 7in Frame,SPF5816-696,https://www.jaystrongwater.com/view-all-frames/irene-tulip-5-x-7-frame-spf5816-696,https://www.jaystrongwater.com/img/product/SPF5816-696_1-Z.jpg?fv=B0801940E6980C8C84B2746062181CBD-92648,In the Composition collection - we set aside our enamels and crystals allowing the natural beauty of the carved metals to shine through. A spring bouquet of tulips and lilies wrap around the stunning Irene floral engraved frame. Each blossom in this bouquet is hand crafted into a full dimensional carving. Casted in pewter and hand-polished to a silver tone finish by our master artisans in Rhode Island. This Irene frame is complete with a mahogany finished wood back plate and kick stand allowing it to stand vertically or horizontally.,695,In Stock,Jay Strongwater,
Leland Pave Corner 2in Frame,SPF5130-202,https://www.jaystrongwater.com/pop-life-1/leland-pave-corner-2-frame-spf5130-202,https://www.jaystrongwater.com/img/product/SPF5130-202-1-Z.jpg?fv=A7253526C6C2EA56AF6B261664F9A206-59039, The art of meticulously hand blending ten colors of enamel paints a vivid rainbow around the Leland Pave Corner Frame. Casted in pewter - finished in 14K gold - and hand-set with sparkling Swarovski champagne crystals. With our signature - all cream enamel back plate – this frame is truly beautiful from any view. ,115,In Stock,Jay Strongwater,
