name,sku,buy_url,image_url,description_long,price,in_stock,manufacturer,
Sophia Floral Dining Table,SHW3303-450,https://www.jaystrongwater.com/view-all-new/sophia-floral-dining-table-shw3303-450,https://www.jaystrongwater.com/img/product/SHW3303-450-Z.jpg?fv=7FBA5E26E8B5ADADE13B65FDB73B0036-68201, The Sophia Floral Dining Table began at a specialized foundry in Asia where iron rods are hammered - curled - and soldered to form the elaborate top and graceful curved legs. In Rhode Island - individual orchid - peony - tulip - and butterflies are casted in pewter and finished in 14K gold. The Jay Strongwater artisans in Rhode Island paint the garden palette of 23 enamel colors - highlighted with hand-set Swarovski crystals. Our finest artisans bring all the elements together to make each dining table - a fascinating composition of flora under the beveled glass top.,24000,In Stock,Jay Strongwater,
Leonard Pave Corner  4in x 6in Frame,SPF5830-202,https://www.jaystrongwater.com/spring-2/leonard-pave-corner-4-x-6-frame-spf5830-202,https://www.jaystrongwater.com/img/product/SPF5830-202-Z.jpg?fv=449E99FB8FAB546A5B49033E22BC5A90-82321, The art of meticulously hand blending ten colors of enamel paints a vivid rainbow around the Leonard Pave Corner Frame. Casted in pewter - finished in 14K gold - and hand-set with sparkling Swarovski champagne crystals. With our signature - all cream enamel back plate – this frame is truly beautiful from any view. ,395,In Stock,Jay Strongwater,
Susana Boxwood Pig Figurine,SDH1752-456,https://www.jaystrongwater.com/easter-1/susana-boxwood-pig-figurine-sdh1752-456,https://www.jaystrongwater.com/img/product/SDH1752-456_02-Z.jpg?fv=B2E41AFD1B0666FC66021278E36F6FB2-77135, Embellish your world with Jay Strongwater’s signature style. The Susana Boxwood Pig Figurine is covered in a floral blanket of hand enameled flowers and hand-set crystals. ,995,In Stock,Jay Strongwater,
Lydia Mille Fiore Bunny,SDH1806-456,https://www.jaystrongwater.com/easter-1/lydia-mille-fiore-bunny-sdh1806-456,https://www.jaystrongwater.com/img/product/SDH1806-456_w-Z.jpg?fv=A2A788034AC5B3BA4B40126FCE06D092-71119,Embellish your world with Jay Strongwater’s signature style. The Lydia Fiori Bunny Figurine is covered in a floral blanket of hand enameled flowers and hand-set crystals. ,2100,In Stock,Jay Strongwater,
Rosemary Tulip Egg Objet,SDH1904-256,https://www.jaystrongwater.com/floral/rosemary-tulip-egg-objet-sdh1904-256,https://www.jaystrongwater.com/img/product/SDH1904-256_1-Z.jpg?fv=B5AE9F0A683E086C1902915C4F1BE0E5-85856,This magnificent collectable objet began as a rough sketch of an egg covered in blossoming tulips that would open to reveal an adorable little chick. For months this concept slowly came to life in carved clay models depicting the dimensional flowers engraved on the outside of the egg resting on the twig base. Multiple molds were made - and the final design was poured in pewter and finished in 14K Gold. Our finest artisans at the Jay Strongwater Rhode Island workshop paint layers of translucent enamels to depict the vibrant tulips in shades of magenta - cerise - lemon and chartreuse- each petal and leaf is highlighted with hand-set Swarovski crystals. Inside - the cute chick stands on a verdant green hill with a small butterfly at his foot. The Rosemary Tulip Egg Objet is limited to an edition of 250.,3800,In Stock,Jay Strongwater,
Nova Butterfly 3in x 4in Frame,SPF5867-202,https://www.jaystrongwater.com/spring-2/nova-butterfly-3-x-4-frame-spf5867-202,https://www.jaystrongwater.com/img/product/SPF5867-202-Z.jpg?fv=23E0320A8FA264E9655A52BB217DAD2D-75893, Our signature jeweled butterfly – hand-painted in rainbow enamels – pops on the corner of the Nova Butterfly Frame. Casted in pewter - finished in 14K gold - and hand-set with sparkling Swarovski champagne crystals. With our signature - all cream enamel back plate – this frame is truly beautiful from any view.  Stands vertically or horizontal.,495,In Stock,Jay Strongwater,
Asagi Koi Fish Figurine,SDH1905-495,https://www.jaystrongwater.com/luxe/asagi-koi-fish-figurine-sdh1905-495,https://www.jaystrongwater.com/img/product/SDH1905-495-Z.jpg?fv=67552917F9E8543E369A7C9291DA0D44-129243, We first captured the dramatic pose of the Asagi Koi Fish Figurine in a clay model highlighting the wavering fins and pierced overlapping scales on the body. The final piece is molded in brass and delicately painted in silvery and golden enamels with over 1500 sparkling hand-set Swarovski crystals in light iridescent tones. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Koi Figurine. Limited to an edition of 100.,6800,In Stock,Jay Strongwater,
Monroe Lip Compact,SCB8078-273,https://www.jaystrongwater.com/spring-2/monroe-lip-compact-scb8078-273,https://www.jaystrongwater.com/img/product/SCB8078-273_small-Z.jpg?fv=9C5FE703AE6E0A6E6683097AA15A1988-76482, Show them how much you love them with our jeweled Monroe Lip Compact! Luscious red enameled lips with Ruby crystals from Swarovski pave set on a jet black enameled compact.  Gently push the jeweled button closure and reveal two mirrors to make sure you always look gorgeous.,175,In Stock,Jay Strongwater,
Leslie Bejeweled 5in x 7in Frame,SPF5844-224,https://www.jaystrongwater.com/spring-2/leslie-bejeweled-5-x-7-frame-spf5844-224,https://www.jaystrongwater.com/img/product/SPF5844-224_web_1-Z.jpg?fv=534C13718FCD405BF75DC0066B453851-108885, Surround your true love with a waterfall of Swarovski’s finest faceted large crystal stones in tones of Ruby - Scarlet and Siam wrapping around a slim enameled border.  This Bejeweled Frame was casted in pewter - finished in 14K gold and beautifully painted in luminous ruby enamels by our finest artisans in Rhode Island. With our signature fleur-de-lis metal back plate and kickstand – this frame is truly beautiful from any view.  Stands vertically or horizontal. ,1200,In Stock,Jay Strongwater,
Yan Rooster Figurine,SDH1883-280,https://www.jaystrongwater.com/birds/yan-rooster-figurine-sdh1883-280,https://www.jaystrongwater.com/img/product/SDH1883-280_1-Z.jpg?fv=4DABE048D00603DF67D823D1FAD6727D-123702,Colorful Yan proudly ushers in the Chinese Year of the Fire Rooster. His feathers are hand-enameled in layered hues of gold - iridescent blues and greens - burnt siennas - and crimsons - highlighted with twinkling hand-set crystals. Metal - hand-forged in our Rhode Island foundry - and finished in 14K gold.Limited edition of 300.,3000,In Stock,Jay Strongwater,
Amadine Golden Pheasant Figurine,SDH1881-270,https://www.jaystrongwater.com/birds/amadine-golden-pheasant-figurine-sdh1881-270,https://www.jaystrongwater.com/img/product/SDH1881-270_1-Z.jpg?fv=B6655DF437835ED8962772D6687AF908-126215,Our Amadine Golden Pheasant Figurine stands majestically in a graphically appealing silhouette. 18K-gold-dipped metal - hand-set with sparkling Swarovski® crystals and finished with luminous enamels in jet - crystal - and pearl hues.,18000,In Stock,Jay Strongwater,
Aria Floral Heart Trinket Tray,SDH6610-284,https://www.jaystrongwater.com/spring-2/aria-floral-heart-trinket-tray-sdh6610-284,https://www.jaystrongwater.com/img/product/SDH6610-284_web_1-Z.jpg?fv=4760F99462DDD04D0BD12FC52F7143F8-144575, A field of delicate fern leaves and flowers etched on our romantic Aria Floral Heart Trinket Tray in the always compelling blue & white colorway. Watercolor shades of hand-painted cobalt enamels highlight the flora set on a creamy white background on this pewter tray finished in 18K gold – the underside finished in translucent navy enamel. Hand-set with Swarovski White Opal and Sapphire crystals.,350,In Stock,Jay Strongwater,
Beatrix Bunny and Egg Box,SDH7400-256,https://www.jaystrongwater.com/spring-2/beatrix-bunny-and-egg-box-sdh7400-256,https://www.jaystrongwater.com/img/product/SDH7400-256_web_1-Z.jpg?fv=F9366D4697D5F1C84B6089931017674A-89407, That is one beautiful floral egg that our adorable bunny has in his pushcart - and surprise – the top lifts off to reveal a yellow enameled lined box! The Beatrix Bunny and Egg box is delicately painted with over 12 pastel shades of enamel and hand-set with sparkling Swarovski Rose and Tanzanite crystals.,395,In Stock,Jay Strongwater,
Bartram White Marble 5in x 7in Frame,SPF5865-283,https://www.jaystrongwater.com/fall/bartram-white-marble-5-x-7-frame-spf5865-283,https://www.jaystrongwater.com/img/product/SPF5865-283-Z.jpg?fv=D9D82F1171D672C45354567CD1A02A19-47616, Place family photos in these modern frames featuring carved stones from our jewelry workbench. Each Bartram 5in x 7in Frame begins with a large chunk of white marble that is finely shaped and polished by hand. The cabochons are held in place by hammered metal corners and an intricately designed back plate in 18K gold finish. Due to the natural material - each design is truly one of a kind. Frames stand vertically or horizontally. Imported stones; all metal from Rhode Island.,1200,In Stock,Jay Strongwater,
Hildy Owl 5in Figurine - Natural,SDH1833-280,https://www.jaystrongwater.com/birds/hildy-owl-5-figurine-natural-sdh1833-280,https://www.jaystrongwater.com/img/product/SDH1833-280_1-Z.jpg?fv=9B475EE34A4DFC61AF5E4178839BD608-95615,How adorable! On their own or nestled together - our owls add a charming touch in your home. The Hildy Owl 5in Figurine’s intricately patterned feathers are detailed in painted enamels and hand-set crystals in our New York workshop.,1000,In Stock,Jay Strongwater,
Jeanne Toggle Necklace - 17in,SJ9074A-292,https://www.jaystrongwater.com/necklaces/jeanne-toggle-necklace-17-sj9074a-292,https://www.jaystrongwater.com/img/product/SJ9074A-292_1-Z.jpg?fv=92D24D4C83DA33AD339ABB8035B10195-49674,Our handmade chain-link 17in Jeanne Toggle Necklace - finished in textured 18K gold - is the perfect canvas for your favorite charms - with a signature Jay Strongwater ring-and-toggle closure that features hand-set Swarovski® crystals.,85,In Stock,Jay Strongwater,
Davis Eagle Figurine,SDH1874-292,https://www.jaystrongwater.com/birds/davis-eagle-figurine-sdh1874-292,https://www.jaystrongwater.com/img/product/SDH1874-292_1-Z.jpg?fv=09FBA847305E92F493780CC34ADA39CE-65880,A finely textured figurine from our Rhode Island workshop. The Davis Eagle Figurine is finished in hand-polished 18K gold.,250,In Stock,Jay Strongwater,
Scroll Leaf Cross Pendant,SJ9291-222,https://www.jaystrongwater.com/necklaces/scroll-leaf-cross-pendant-sj9291-222,https://www.jaystrongwater.com/img/product/SJ9291-222_1-Z.jpg?fv=2BFD912DEF71AB41995A736A8B3BBAA0-30473,Add endless elegance to an outfit with a Siam Scroll Leaf Cross Pendant. Flora and fauna in an 18K gold finish - hand-enameled in translucent deep ruby - and hand-set with Swarovski® crystals. Handcrafted in New York and Rhode Island.,245,In Stock,Jay Strongwater,
Seven-Strand Beaded Necklace,SJ9267-236,https://www.jaystrongwater.com/necklaces/seven-strand-beaded-necklace-sj9267-236,https://www.jaystrongwater.com/img/product/SJ9267-236_1-Z.jpg?fv=4D5445689551BFECEAFBD546590AC98B-90005,Fascinating and fabulous: Polished amethyst nuggets - mixed with amber-toned freshwater pearls and faceted crystals - adorn our Seven-Strand Beaded Necklace. Made in our New York workshop.,650,In Stock,Jay Strongwater,
Floral Leaf Round Pendant,SJ9292-222,https://www.jaystrongwater.com/necklaces/floral-leaf-round-pendant-sj9292-222,https://www.jaystrongwater.com/img/product/SJ9292-222_1-Z.jpg?fv=2BE5C0FBA6B87A605957B23F3271BFFF-31794,Add endless elegance to an outfit with a Siam Floral Leaf Round Pendant. Flora and fauna in an 18K gold finish - hand-enameled in translucent deep ruby - and hand-set with Swarovski® crystals. Handcrafted in New York and Rhode Island.,245,In Stock,Jay Strongwater,
Beatrix Bunny and Egg Box,SDH7400-256,https://www.jaystrongwater.com/easter-1/beatrix-bunny-and-egg-box-sdh7400-256,https://www.jaystrongwater.com/img/product/SDH7400-256_web_1-Z.jpg?fv=F9366D4697D5F1C84B6089931017674A-89407, That is one beautiful floral egg that our adorable bunny has in his pushcart - and surprise – the top lifts off to reveal a yellow enameled lined box! The Beatrix Bunny and Egg box is delicately painted with over 12 pastel shades of enamel and hand-set with sparkling Swarovski Rose and Tanzanite crystals.,395,In Stock,Jay Strongwater,
Gilded Butterfly Pendant,SJ9308-292,https://www.jaystrongwater.com/necklaces/gilded-butterfly-pendant-sj9308-292,https://www.jaystrongwater.com/img/product/SJ9308-292_1-Z.jpg?fv=DFDF4A6BC71DDEFC93B475A4F2892C13-37744,This Gilded Butterfly Pendant is perfect for every day—but the exquisite carved details make it feel special. Each piece is carved in both high and low relief - so the elevated areas can be hand-polished to a brilliant shine. Cast in pewter - hand-plated in 18K gold - and hand-set with Swarovski® crystals.,170,In Stock,Jay Strongwater,
Sophia Floral Dining Table,SHW3303-450,https://www.jaystrongwater.com/furnishings/sophia-floral-dining-table-shw3303-450,https://www.jaystrongwater.com/img/product/SHW3303-450-Z.jpg?fv=7FBA5E26E8B5ADADE13B65FDB73B0036-68201, The Sophia Floral Dining Table began at a specialized foundry in Asia where iron rods are hammered - curled - and soldered to form the elaborate top and graceful curved legs. In Rhode Island - individual orchid - peony - tulip - and butterflies are casted in pewter and finished in 14K gold. The Jay Strongwater artisans in Rhode Island paint the garden palette of 23 enamel colors - highlighted with hand-set Swarovski crystals. Our finest artisans bring all the elements together to make each dining table - a fascinating composition of flora under the beveled glass top.,24000,In Stock,Jay Strongwater,
